step, E, E2, absM, M2
888000, -7.9832522523e+00, 6.3866018018e+01, 3.9944256757e+00, 1.5972103604e+01
889000, -7.9832710911e+00, 6.3866168729e+01, 3.9944319460e+00, 1.5972134983e+01
890000, -7.9831640449e+00, 6.3865312360e+01, 3.9943977528e+00, 1.5971959551e+01
891000, -7.9831649832e+00, 6.3865319865e+01, 3.9943973064e+00, 1.5971959596e+01
892000, -7.9831748879e+00, 6.3865399103e+01, 3.9943991031e+00, 1.5971973094e+01
893000, -7.9831668533e+00, 6.3865334826e+01, 3.9943986562e+00, 1.5971964166e+01
894000, -7.9831856823e+00, 6.3865485459e+01, 3.9944049217e+00, 1.5971995526e+01
895000, -7.9831955307e+00, 6.3865564246e+01, 3.9944089385e+00, 1.5972013408e+01
896000, -7.9832142857e+00, 6.3865714286e+01, 3.9944151786e+00, 1.5972044643e+01
897000, -7.9831794872e+00, 6.3865435897e+01, 3.9944013378e+00, 1.5971982163e+01
898000, -7.9831893096e+00, 6.3865514477e+01, 3.9944053452e+00, 1.5972000000e+01
899000, -7.9831902113e+00, 6.3865521691e+01, 3.9944026696e+00, 1.5971995551e+01
900000, -7.9832000000e+00, 6.3865600000e+01, 3.9944066667e+00, 1.5972013333e+01
901000, -7.9831831299e+00, 6.3865465039e+01, 3.9944017758e+00, 1.5971986681e+01
902000, -7.9832017738e+00, 6.3865614191e+01, 3.9944079823e+00, 1.5972017738e+01
903000, -7.9831937984e+00, 6.3865550388e+01, 3.9944075305e+00, 1.5972008859e+01
904000, -7.9832123894e+00, 6.3865699115e+01, 3.9944137168e+00, 1.5972039823e+01
905000, -7.9832132597e+00, 6.3865706077e+01, 3.9944132597e+00, 1.5972039779e+01
906000, -7.9832052980e+00, 6.3865642384e+01, 3.9944083885e+00, 1.5972022075e+01
907000, -7.9832238148e+00, 6.3865790518e+01, 3.9944145535e+00, 1.5972052922e+01
908000, -7.9832070485e+00, 6.3865656388e+01, 3.9944096916e+00, 1.5972026432e+01
909000, -7.9832255226e+00, 6.3865804180e+01, 3.9944158416e+00, 1.5972057206e+01
910000, -7.9832439560e+00, 6.3865951648e+01, 3.9944219780e+00, 1.5972087912e+01
911000, -7.9832360044e+00, 6.3865888035e+01, 3.9944215148e+00, 1.5972079034e+01
912000, -7.9832105263e+00, 6.3865684211e+01, 3.9944078947e+00, 1.5972026316e+01
913000, -7.9832113910e+00, 6.3865691128e+01, 3.9944096386e+00, 1.5972030668e+01
914000, -7.9831772429e+00, 6.3865417943e+01, 3.9943982495e+00, 1.5971973742e+01
915000, -7.9831868852e+00, 6.3865495082e+01, 3.9944000000e+00, 1.5971986885e+01
916000, -7.9832052402e+00, 6.3865641921e+01, 3.9944061135e+00, 1.5972017467e+01
917000, -7.9832235551e+00, 6.3865788441e+01, 3.9944122137e+00, 1.5972047983e+01
918000, -7.9832244009e+00, 6.3865795207e+01, 3.9944095861e+00, 1.5972043573e+01
919000, -7.9832252448e+00, 6.3865801959e+01, 3.9944113166e+00, 1.5972047878e+01
920000, -7.9832347826e+00, 6.3865878261e+01, 3.9944152174e+00, 1.5972065217e+01
921000, -7.9832356135e+00, 6.3865884908e+01, 3.9944169381e+00, 1.5972069490e+01
922000, -7.9832451193e+00, 6.3865960954e+01, 3.9944208243e+00, 1.5972086768e+01
923000, -7.9832632719e+00, 6.3866106176e+01, 3.9944268689e+00, 1.5972117010e+01
924000, -7.9832727273e+00, 6.3866181818e+01, 3.9944307359e+00, 1.5972134199e+01
925000, -7.9832389189e+00, 6.3865911351e+01, 3.9944172973e+00, 1.5972073514e+01
926000, -7.9832311015e+00, 6.3865848812e+01, 3.9944125270e+00, 1.5972056156e+01
927000, -7.9832491909e+00, 6.3865993528e+01, 3.9944185545e+00, 1.5972086300e+01
928000, -7.9832413793e+00, 6.3865931034e+01, 3.9944159483e+00, 1.5972073276e+01
929000, -7.9832594187e+00, 6.3866075350e+01, 3.9944219591e+00, 1.5972103337e+01
930000, -7.9832516129e+00, 6.3866012903e+01, 3.9944150538e+00, 1.5972081720e+01
931000, -7.9832696026e+00, 6.3866156821e+01, 3.9944210526e+00, 1.5972111708e+01
932000, -7.9832532189e+00, 6.3866025751e+01, 3.9944184549e+00, 1.5972090129e+01
933000, -7.9832711683e+00, 6.3866169346e+01, 3.9944244373e+00, 1.5972120043e+01
934000, -7.9832890792e+00, 6.3866312634e+01, 3.9944304069e+00, 1.5972149893e+01
935000, -7.9833069519e+00, 6.3866455615e+01, 3.9944363636e+00, 1.5972179679e+01
936000, -7.9833247863e+00, 6.3866598291e+01, 3.9944423077e+00, 1.5972209402e+01
937000, -7.9833340448e+00, 6.3866672359e+01, 3.9944461046e+00, 1.5972226254e+01
938000, -7.9833518124e+00, 6.3866814499e+01, 3.9944520256e+00, 1.5972255864e+01
939000, -7.9833695421e+00, 6.3866956337e+01, 3.9944579340e+00, 1.5972285410e+01
940000, -7.9833531915e+00, 6.3866825532e+01, 3.9944489362e+00, 1.5972251064e+01
941000, -7.9833708820e+00, 6.3866967056e+01, 3.9944548353e+00, 1.5972280553e+01
942000, -7.9833545648e+00, 6.3866836518e+01, 3.9944522293e+00, 1.5972259023e+01
943000, -7.9833722163e+00, 6.3866977731e+01, 3.9944581124e+00, 1.5972288441e+01
944000, -7.9833898305e+00, 6.3867118644e+01, 3.9944639831e+00, 1.5972317797e+01
945000, -7.9834074074e+00, 6.3867259259e+01, 3.9944698413e+00, 1.5972347090e+01
946000, -7.9833826638e+00, 6.3867061311e+01, 3.9944630021e+00, 1.5972308668e+01
947000, -7.9833833157e+00, 6.3867066526e+01, 3.9944625132e+00, 1.5972308342e+01
948000, -7.9834008439e+00, 6.3867206751e+01, 3.9944683544e+00, 1.5972337553e+01
949000, -7.9833846154e+00, 6.3867076923e+01, 3.9944594310e+00, 1.5972303477e+01
950000, -7.9834021053e+00, 6.3867216842e+01, 3.9944652632e+00, 1.5972332632e+01
951000, -7.9833438486e+00, 6.3866750789e+01, 3.9944458465e+00, 1.5972235542e+01
952000, -7.9833613445e+00, 6.3866890756e+01, 3.9944516807e+00, 1.5972264706e+01
953000, -7.9833788038e+00, 6.3867030430e+01, 3.9944575026e+00, 1.5972293809e+01
954000, -7.9833459119e+00, 6.3866767296e+01, 3.9944507338e+00, 1.5972247379e+01
955000, -7.9833633508e+00, 6.3866906806e+01, 3.9944565445e+00, 1.5972276440e+01
956000, -7.9833723849e+00, 6.3866979079e+01, 3.9944602510e+00, 1.5972292887e+01
957000, -7.9833479624e+00, 6.3866783699e+01, 3.9944514107e+00, 1.5972250784e+01
958000, -7.9833569937e+00, 6.3866855950e+01, 3.9944551148e+00, 1.5972267223e+01
959000, -7.9833660063e+00, 6.3866928050e+01, 3.9944588113e+00, 1.5972283629e+01
960000, -7.9833583333e+00, 6.3866866667e+01, 3.9944583333e+00, 1.5972275000e+01
961000, -7.9833257024e+00, 6.3866605619e+01, 3.9944516129e+00, 1.5972228928e+01
962000, -7.9833347193e+00, 6.3866677755e+01, 3.9944553015e+00, 1.5972245322e+01
963000, -7.9833437175e+00, 6.3866749740e+01, 3.9944589823e+00, 1.5972261682e+01
964000, -7.9833443983e+00, 6.3866755187e+01, 3.9944605809e+00, 1.5972265560e+01
965000, -7.9833367876e+00, 6.3866694301e+01, 3.9944601036e+00, 1.5972256995e+01
966000, -7.9833540373e+00, 6.3866832298e+01, 3.9944658385e+00, 1.5972285714e+01
967000, -7.9833298862e+00, 6.3866639090e+01, 3.9944591520e+00, 1.5972248190e+01
968000, -7.9833388430e+00, 6.3866710744e+01, 3.9944628099e+00, 1.5972264463e+01
969000, -7.9833560372e+00, 6.3866848297e+01, 3.9944685243e+00, 1.5972293086e+01
970000, -7.9833731959e+00, 6.3866985567e+01, 3.9944742268e+00, 1.5972321649e+01
971000, -7.9833820803e+00, 6.3867056643e+01, 3.9944778579e+00, 1.5972337796e+01
972000, -7.9833991770e+00, 6.3867193416e+01, 3.9944835391e+00, 1.5972366255e+01
973000, -7.9834162384e+00, 6.3867329908e+01, 3.9944892086e+00, 1.5972394656e+01
974000, -7.9834086242e+00, 6.3867268994e+01, 3.9944845996e+00, 1.5972377823e+01
975000, -7.9834174359e+00, 6.3867339487e+01, 3.9944882051e+00, 1.5972393846e+01
976000, -7.9834180328e+00, 6.3867344262e+01, 3.9944877049e+00, 1.5972393443e+01
977000, -7.9834186285e+00, 6.3867349028e+01, 3.9944892528e+00, 1.5972397134e+01
978000, -7.9834192229e+00, 6.3867353783e+01, 3.9944887526e+00, 1.5972396728e+01
979000, -7.9834361593e+00, 6.3867489275e+01, 3.9944943820e+00, 1.5972424923e+01
980000, -7.9834285714e+00, 6.3867428571e+01, 3.9944938776e+00, 1.5972416327e+01
981000, -7.9834454638e+00, 6.3867563710e+01, 3.9944994903e+00, 1.5972444444e+01
982000, -7.9834460285e+00, 6.3867568228e+01, 3.9944989817e+00, 1.5972443992e+01
983000, -7.9834628688e+00, 6.3867702950e+01, 3.9945045778e+00, 1.5972472024e+01
984000, -7.9834796748e+00, 6.3867837398e+01, 3.9945101626e+00, 1.5972500000e+01
985000, -7.9834802030e+00, 6.3867841624e+01, 3.9945116751e+00, 1.5972503553e+01
986000, -7.9834888438e+00, 6.3867910751e+01, 3.9945152130e+00, 1.5972519270e+01
987000, -7.9835055724e+00, 6.3868044580e+01, 3.9945207700e+00, 1.5972547112e+01
988000, -7.9834979757e+00, 6.3867983806e+01, 3.9945182186e+00, 1.5972534413e+01
989000, -7.9834984833e+00, 6.3867987867e+01, 3.9945197169e+00, 1.5972537917e+01
990000, -7.9835151515e+00, 6.3868121212e+01, 3.9945252525e+00, 1.5972565657e+01
991000, -7.9835156408e+00, 6.3868125126e+01, 3.9945227043e+00, 1.5972561049e+01
992000, -7.9835322581e+00, 6.3868258065e+01, 3.9945282258e+00, 1.5972588710e+01
993000, -7.9835246727e+00, 6.3868197382e+01, 3.9945256798e+00, 1.5972576032e+01
994000, -7.9835090543e+00, 6.3868072435e+01, 3.9945171026e+00, 1.5972543260e+01
995000, -7.9834854271e+00, 6.3867883417e+01, 3.9945085427e+00, 1.5972502513e+01
996000, -7.9834939759e+00, 6.3867951807e+01, 3.9945120482e+00, 1.5972518072e+01
997000, -7.9835105316e+00, 6.3868084253e+01, 3.9945175527e+00, 1.5972545637e+01
998000, -7.9835270541e+00, 6.3868216433e+01, 3.9945230461e+00, 1.5972573146e+01
999000, -7.9835115115e+00, 6.3868092092e+01, 3.9945185185e+00, 1.5972548549e+01
1000000, -7.9835200000e+00, 6.3868160000e+01, 3.9945220000e+00, 1.5972564000e+01
